group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
EFB32A9266D37779,the u.s. should not commit military troops to united nations peacekeeping missions.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,b) The U.S. should not commit military troops to United Nations peacekeeping missions.,1,2000.0,0,1
05E730B9BA52716C,the u.s. should withdraw completely from the united nations.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,c) The U.S. should withdraw completely from the United Nations.,1,2000.0,0,1
60AAA1DD20EC2A89,"if yes, please explain what you would do as a member of congress to address this concern.",Moral and Ethical Issues,,"If Yes, please explain what you would do as a member of Congress to address this concern.",1,2000.0,0,1
67CE3DA63AAFEEEE,invest a portion of social security's assets collectively in stocks and bonds instead of u.s. treasury securities.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,c) Invest a portion of Social Security's assets collectively in stocks and bonds instead of U.S. Treasury securities.,1,2000.0,0,1
1B694013D15B3CD5,lower social security's annual cost-of-living increases.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,e) Lower Social Security's annual cost-of-living increases.,1,2000.0,0,1
CF4A0126230669D1,limit social security benefits based on recipients' other income and assets.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,f) Limit Social Security benefits based on recipients' other income and assets.,1,2000.0,0,1
3B51557F7BA4C9AF,continuing the moratorium on internet sales taxes.,Technology Issues,Indicate which principles you support (if any) regarding technology.,a) Continuing the moratorium on Internet sales taxes.,1,2000.0,0,1
AFEE1DEDDEFDFD79,support strong internet privacy laws.,Technology Issues,Indicate which principles you support (if any) regarding technology.,g) Support strong Internet privacy laws.,1,2000.0,0,1
061DCDE326D5F77B,regulating the internet should not in any way be controlled by the federal government.,Technology Issues,Indicate which principles you support (if any) regarding technology.,h) Regulating the Internet should not in any way be controlled by the federal government.,1,2000.0,0,1
3A41CE270332B45F,transfer homeless housing programs to states through block grants.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,f) Transfer homeless housing programs to states through block grants.,1,2000.0,0,1
A92CC70C5BBD97B9,require states to return any unused welfare block grant funding to the federal government.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,h) Require states to return any unused welfare block grant funding to the federal government.,1,2000.0,0,1
1EF3D07C5DBC21F6,"direct federal poverty aid through religious, community-based or other non-profit organizations.",Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,"i) Direct federal poverty aid through religious, community-based or other non-profit organizations.",1,2000.0,0,1
636DB0AF7FDAE2E0,please explain what your top two or three priorities will be if elected. please explain how you would obtain any additional government funding needed to implement these priorities.,Legislative Priorities,,Please explain what your top two or three priorities will be if elected. Please explain how you would obtain any additional government funding needed to implement these priorities.,1,2000.0,0,1
34FF7535FB4C3708,other or expanded principles.,Abortion Issues,Indicate which principles you support (if any) regarding abortion.,h) Other or expanded principles.,1,2008.0,0,1
166F77E84897A076,"less than $12,000","Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits","a) Less than $12,000",1,2008.0,0,1
